"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2021,"Nice","Ligue 1","opponent",31,38,53,500,169,33.8,13.16,4.45,0.09,0.27,18.4,23,7,7,55.6,50.3,0.1,-2.6,-4.3,"https://fbref.com/en/squads/132ebc33/2020-2021/Nice-Stats"
2021,"Nîmes","Ligue 1","team",33,38,40,384,131,34.1,10.11,3.45,0.09,0.25,18.6,17,7,8,43.3,37,0.1,-3.3,-4,"https://fbref.com/en/squads/1cbf5f9e/2020-2021/Nimes-Stats"
2021,"Nîmes","Ligue 1","opponent",33,38,71,512,187,36.5,13.47,4.92,0.13,0.35,17.5,24,6,10,64.2,56.3,0.11,6.8,8.7,"https://fbref.com/en/squads/1cbf5f9e/2020-2021/Nimes-Stats"
2021,"Osasuna","La Liga","team",28,38,36,368,114,31,9.68,3,0.08,0.27,18.8,7,5,6,38.7,34.7,0.1,-2.7,-3.7,"https://fbref.com/en/squads/03c57e2b/2020-2021/Osasuna-Stats"
2021,"Osasuna","La Liga","opponent",28,38,46,421,135,32.1,11.08,3.55,0.1,0.3,18.1,18,5,8,47.8,41.5,0.1,-1.8,-0.5,"https://fbref.com/en/squads/03c57e2b/2020-2021/Osasuna-Stats"
2021,"Paris S-G","Ligue 1","team",33,38,84,557,200,35.9,14.66,5.26,0.13,0.36,17,33,12,13,80.1,70.1,0.13,3.9,1.9,"https://fbref.com/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats"
2021,"Paris S-G","Ligue 1","opponent",33,38,27,378,129,34.1,9.95,3.39,0.07,0.2,18.2,9,1,2,40.6,39,0.11,-13.6,-13,"https://fbref.com/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats"
2021,"Parma","Serie A","team",42,38,39,392,123,31.4,10.32,3.24,0.09,0.28,18.1,20,5,5,42.5,38.6,0.1,-3.5,-4.6,"https://fbref.com/en/squads/eab4234c/2020-2021/Parma-Stats"
2021,"Parma","Serie A","opponent",42,38,80,525,188,35.8,13.82,4.95,0.15,0.41,17.3,20,3,3,61,59,0.11,19,18,"https://fbref.com/en/squads/eab4234c/2020-2021/Parma-Stats"
2021,"RB Leipzig","Bundesliga","team",25,34,59,533,189,35.5,15.68,5.56,0.1,0.27,17.4,19,8,10,64.4,56.7,0.11,-5.4,-5.7,"https://fbref.com/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats"
2021,"RB Leipzig","Bundesliga","opponent",25,34,32,263,81,30.8,7.74,2.38,0.11,0.36,17.3,5,3,3,29.4,27,0.1,2.6,2,"https://fbref.com/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats"
2021,"Real Madrid","La Liga","team",30,38,64,544,167,30.7,14.32,4.39,0.11,0.37,17.7,17,3,3,61.5,59.2,0.11,2.5,1.8,"https://fbref.com/en/squads/53a2f082/2020-2021/Real-Madrid-Stats"
2021,"Real Madrid","La Liga","opponent",30,38,27,349,108,30.9,9.18,2.84,0.06,0.19,18.4,16,7,8,37.6,31.3,0.09,-10.6,-11.3,"https://fbref.com/en/squads/53a2f082/2020-2021/Real-Madrid-Stats"
2021,"Real Sociedad","La Liga","team",30,38,58,417,139,33.3,10.97,3.66,0.12,0.35,16.5,20,9,12,60.7,51.5,0.13,-2.7,-2.5,"https://fbref.com/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats"
2021,"Real Sociedad","La Liga","opponent",30,38,37,332,101,30.4,8.74,2.66,0.1,0.34,17.4,16,3,5,39.2,35.3,0.11,-2.2,-1.3,"https://fbref.com/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats"
2021,"Reims","Ligue 1","team",29,38,39,358,122,34.1,9.42,3.21,0.09,0.28,19.4,15,5,5,32.7,28.9,0.08,6.3,5.1,"https://fbref.com/en/squads/7fdd64e0/2020-2021/Reims-Stats"
2021,"Reims","Ligue 1","opponent",29,38,49,504,161,31.9,13.26,4.24,0.09,0.27,19.5,28,5,8,59,53.3,0.11,-10,-9.3,"https://fbref.com/en/squads/7fdd64e0/2020-2021/Reims-Stats"
2021,"Rennes","Ligue 1","team",32,38,50,510,159,31.2,13.42,4.18,0.09,0.3,18.3,32,3,3,47.8,45.4,0.09,2.2,1.6,"https://fbref.com/en/squads/b3072e00/2020-2021/Rennes-Stats"
2021,"Rennes","Ligue 1","opponent",32,38,39,363,128,35.3,9.55,3.37,0.1,0.28,18.8,15,3,4,38.1,35,0.1,0.9,1,"https://fbref.com/en/squads/b3072e00/2020-2021/Rennes-Stats"
2021,"Roma","Serie A","team",31,38,67,537,191,35.6,14.13,5.03,0.11,0.31,16.4,14,7,8,65.3,59,0.12,1.7,1,"https://fbref.com/en/squads/cf74a709/2020-2021/Roma-Stats"
2021,"Roma","Serie A","opponent",31,38,52,391,161,41.2,10.29,4.24,0.12,0.29,17,22,5,6,45.6,40.9,0.11,6.4,6.1,"https://fbref.com/en/squads/cf74a709/2020-2021/Roma-Stats"
2021,"Saint-Étienne","Ligue 1","team",40,38,40,432,140,32.4,11.37,3.68,0.08,0.24,18.2,17,6,9,48.7,41.8,0.1,-8.7,-7.8,"https://fbref.com/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats"
2021,"Saint-Étienne","Ligue 1","opponent",40,38,52,402,125,31.1,10.58,3.29,0.11,0.37,18.2,37,6,9,50.1,43.1,0.11,1.9,2.9,"https://fbref.com/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats"
2021,"Sampdoria","Serie A","team",27,38,52,422,134,31.8,11.11,3.53,0.11,0.35,17.5,15,5,6,45.4,41.1,0.1,6.6,5.9,"https://fbref.com/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats"
2021,"Sampdoria","Serie A","opponent",27,38,53,506,165,32.6,13.32,4.34,0.09,0.28,17.8,21,7,9,56.1,49.2,0.1,-3.1,-3.2,"https://fbref.com/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats"
2021,"Sassuolo","Serie A","team",28,38,61,516,164,31.8,13.58,4.32,0.09,0.29,18.7,25,13,14,58.4,47.7,0.09,2.6,0.3,"https://fbref.com/en/squads/e2befd26/2020-2021/Sassuolo-Stats"
2021,"Sassuolo","Serie A","opponent",28,38,55,523,181,34.6,13.76,4.76,0.1,0.28,17,17,4,5,55.4,51.5,0.1,-0.4,-0.5,"https://fbref.com/en/squads/e2befd26/2020-2021/Sassuolo-Stats"
2021,"Schalke 04","Bundesliga","team",42,34,24,301,81,26.9,8.85,2.38,0.08,0.3,18.4,11,0,3,28.7,26.3,0.09,-4.7,-2.3,"https://fbref.com/en/squads/c539e393/2020-2021/Schalke-04-Stats"
2021,"Schalke 04","Bundesliga","opponent",42,34,81,581,226,38.9,17.09,6.65,0.13,0.33,17.2,14,7,8,69.2,63.1,0.11,11.8,10.9,"https://fbref.com/en/squads/c539e393/2020-2021/Schalke-04-Stats"
2021,"Sevilla","La Liga","team",26,38,52,454,135,29.7,11.95,3.55,0.1,0.34,17.2,15,6,7,54.4,48.9,0.11,-2.4,-2.9,"https://fbref.com/en/squads/ad2be733/2020-2021/Sevilla-Stats"
2021,"Sevilla","La Liga","opponent",26,38,31,344,114,33.1,9.05,3,0.08,0.24,19,15,4,6,34.8,30.1,0.09,-3.8,-3.1,"https://fbref.com/en/squads/ad2be733/2020-2021/Sevilla-Stats"
2021,"Sheffield Utd","Premier League","team",27,38,19,319,92,28.8,8.39,2.42,0.05,0.17,17.7,5,3,4,32.6,29.5,0.09,-13.6,-13.5,"https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats"
2021,"Sheffield Utd","Premier League","opponent",27,38,60,539,203,37.7,14.18,5.34,0.11,0.28,17.5,24,3,4,62.2,59.1,0.11,-2.2,-2.1,"https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats"
2021,"Southampton","Premier League","team",29,38,47,418,157,37.6,11,4.13,0.1,0.27,18.6,20,5,6,41.2,36.6,0.09,5.8,5.4,"https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats"
2021,"Southampton","Premier League","opponent",29,38,67,419,169,40.3,11.03,4.45,0.14,0.35,16.7,15,8,9,53.1,46.1,0.11,13.9,12.9,"https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats"
2021,"Spezia","Serie A","team",35,38,52,382,130,34,10.05,3.42,0.13,0.37,16.8,10,4,5,46.6,42.7,0.12,5.4,5.3,"https://fbref.com/en/squads/68449f6d/2020-2021/Spezia-Stats"
2021,"Spezia","Serie A","opponent",35,38,72,415,168,40.5,10.92,4.42,0.15,0.38,15.6,16,9,10,65.1,57.6,0.14,6.9,5.4,"https://fbref.com/en/squads/68449f6d/2020-2021/Spezia-Stats"
2021,"Strasbourg","Ligue 1","team",26,38,49,419,129,30.8,11.03,3.39,0.09,0.3,18.7,17,10,12,52.8,43.4,0.11,-3.8,-4.4,"https://fbref.com/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats"
2021,"Strasbourg","Ligue 1","opponent",26,38,57,375,142,37.9,9.87,3.74,0.14,0.36,17.8,24,6,8,50.7,44.5,0.12,6.3,6.5,"https://fbref.com/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats"
2021,"Stuttgart","Bundesliga","team",29,34,54,448,150,33.5,13.18,4.41,0.11,0.32,17.7,12,6,8,51.4,45.1,0.1,2.6,2.9,"https://fbref.com/en/squads/598bc722/2020-2021/Stuttgart-Stats"
2021,"Stuttgart","Bundesliga","opponent",29,34,54,450,159,35.3,13.24,4.68,0.11,0.31,17.8,12,5,7,52.1,46.6,0.11,1.9,2.4,"https://fbref.com/en/squads/598bc722/2020-2021/Stuttgart-Stats"
2021,"Torino","Serie A","team",29,38,49,457,144,31.5,12.03,3.79,0.1,0.31,17.5,40,5,6,50,45.3,0.1,-1,-1.3,"https://fbref.com/en/squads/105360fe/2020-2021/Torino-Stats"
2021,"Torino","Serie A","opponent",29,38,69,496,148,29.8,13.05,3.89,0.12,0.41,17.3,14,9,10,62,54.2,0.11,7,5.8,"https://fbref.com/en/squads/105360fe/2020-2021/Torino-Stats"
2021,"Tottenham","Premier League","team",24,38,66,438,167,38.1,11.53,4.39,0.14,0.37,18,35,5,5,53.1,49.2,0.12,12.9,11.8,"https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats"
2021,"Tottenham","Premier League","opponent",24,38,42,476,145,30.5,12.53,3.82,0.07,0.22,17.4,9,10,10,49.1,41.2,0.09,-7.1,-9.2,"https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats"
2021,"Udinese","Serie A","team",33,38,40,410,125,30.5,10.79,3.29,0.09,0.29,18.1,13,4,4,45.7,42.9,0.11,-5.7,-6.9,"https://fbref.com/en/squads/04eea015/2020-2021/Udinese-Stats"
2021,"Udinese","Serie A","opponent",33,38,58,451,145,32.2,11.87,3.82,0.1,0.3,18.8,25,14,14,52.6,42,0.1,5.4,2,"https://fbref.com/en/squads/04eea015/2020-2021/Udinese-Stats"
2021,"Union Berlin","Bundesliga","team",27,34,50,391,132,33.8,11.5,3.88,0.12,0.34,17.3,8,5,7,46.9,41.3,0.11,3.1,3.7,"https://fbref.com/en/squads/7a41008f/2020-2021/Union-Berlin-Stats"
2021,"Union Berlin","Bundesliga","opponent",27,34,41,363,131,36.1,10.68,3.85,0.1,0.28,17.5,8,4,5,42.8,38.7,0.11,-1.8,-1.7,"https://fbref.com/en/squads/7a41008f/2020-2021/Union-Berlin-Stats"
2021,"Valencia","La Liga","team",30,38,48,383,129,33.7,10.08,3.39,0.1,0.31,20.1,32,8,10,42.6,34.8,0.09,5.4,5.2,"https://fbref.com/en/squads/dcc91a7b/2020-2021/Valencia-Stats"
2021,"Valencia","La Liga","opponent",30,38,51,539,167,31,14.18,4.39,0.09,0.28,17.8,27,5,8,52.2,46.2,0.09,-1.2,-0.2,"https://fbref.com/en/squads/dcc91a7b/2020-2021/Valencia-Stats"
2021,"Valladolid","La Liga","team",32,38,34,359,110,30.6,9.45,2.89,0.08,0.25,18.7,25,7,8,40.1,33.8,0.1,-6.1,-6.8,"https://fbref.com/en/squads/17859612/2020-2021/Valladolid-Stats"
2021,"Valladolid","La Liga","opponent",32,38,57,465,155,33.3,12.24,4.08,0.11,0.33,17.8,23,6,7,52.9,47.4,0.1,4.1,3.6,"https://fbref.com/en/squads/17859612/2020-2021/Valladolid-Stats"
2021,"Villarreal","La Liga","team",29,38,57,392,146,37.2,10.32,3.84,0.11,0.31,17,13,12,13,56.4,46.4,0.12,0.6,-1.4,"https://fbref.com/en/squads/2a8183b3/2020-2021/Villarreal-Stats"
2021,"Villarreal","La Liga","opponent",29,38,42,400,118,29.5,10.53,3.11,0.09,0.3,18.4,17,7,9,42.5,35.6,0.09,-0.5,-0.6,"https://fbref.com/en/squads/2a8183b3/2020-2021/Villarreal-Stats"
2021,"Werder Bremen","Bundesliga","team",27,34,35,356,120,33.7,10.47,3.53,0.08,0.25,19,14,5,5,32.9,29,0.08,2.1,1,"https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats"
2021,"Werder Bremen","Bundesliga","opponent",27,34,54,453,151,33.3,13.32,4.44,0.11,0.33,17.2,9,4,6,53.2,48.4,0.11,0.8,1.6,"https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats"
2021,"West Brom","Premier League","team",30,38,33,335,106,31.6,8.82,2.79,0.09,0.27,18.4,16,4,4,35.8,32.7,0.1,-2.8,-3.7,"https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats"
2021,"West Brom","Premier League","opponent",30,38,73,588,232,39.5,15.47,6.11,0.11,0.28,17.7,24,7,11,67.9,59.3,0.1,5.1,6.7,"https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats"
2021,"West Ham","Premier League","team",24,38,60,464,158,34.1,12.21,4.16,0.13,0.37,16.1,17,2,4,55.4,52.1,0.12,4.6,5.9,"https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats"
2021,"West Ham","Premier League","opponent",24,38,43,459,143,31.2,12.08,3.76,0.09,0.28,18.2,18,3,5,48.7,44.8,0.1,-5.7,-4.8,"https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats"
2021,"Wolfsburg","Bundesliga","team",26,34,57,475,164,34.5,13.97,4.82,0.12,0.34,18.1,14,2,3,49,46.9,0.1,8,8.1,"https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats"
2021,"Wolfsburg","Bundesliga","opponent",26,34,36,353,117,33.1,10.38,3.44,0.09,0.28,16.6,13,3,5,42.1,38.2,0.11,-6.1,-5.2,"https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats"
2021,"Wolves","Premier League","team",27,38,34,459,149,32.5,12.08,3.92,0.07,0.2,18.5,18,4,4,36.5,33.4,0.08,-2.5,-3.4,"https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats"
2021,"Wolves","Premier League","opponent",27,38,49,434,144,33.2,11.42,3.79,0.1,0.29,17,18,7,8,49.5,43.2,0.1,-0.5,-1.2,"https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats"
